dex,name,type1,type2,area,how_obtained,source_url
833,Chewtle,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Smoothie-making spot (Common). Restrictions: Smoothie-making spot [time: Morning/Day/Evening],https://www.serebii.net/pokemonpokopia/pokedex/chewtle.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
834,Drednaw,Water,Rock,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Canoe dock (Common). Restrictions: Canoe dock [time: Morning/Day/Evening],https://www.serebii.net/pokemonpokopia/pokedex/drednaw.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
871,Pincurchin,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Creepy chimney rocks (Common),https://www.serebii.net/pokemonpokopia/pokedex/pincurchin.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
960,Wiglett,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Sandy speech (Common),https://www.serebii.net/pokemonpokopia/pokedex/wiglett.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
961,Wugtrio,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Glowing stage for three (Rare),https://www.serebii.net/pokemonpokopia/pokedex/wugtrio.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
976,Veluza,Water,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required; befriend by building habitat: Marine mossy rest spot (Common). Restrictions: Marine mossy rest spot [time: Morning/Day/Evening],https://www.serebii.net/pokemonpokopia/pokedex/veluza.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
489,Phione,Water,,Dream Islands,Expansion Pass (Bubbly Basin DLC) required. Mythical: encountered randomly on a Dream Island unlocked with a Starmie Doll (Game8; Nintendo Life: found via Starmie Doll).,https://www.serebii.net/pokemonpokopia/pokedex/phione.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-bubbly-basin-pokedex-habitats-new-pokemon
490,Manaphy,Water,,Bleak Beach; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required. Mythical: met after completing the Bleak Beach storyline (teaches Dive); met again after building the Ocean Temple in Bubbly Basin (Game8; Nintendo Life: progress story).,https://www.serebii.net/pokemonpokopia/pokedex/manaphy.shtml | https://game8.co/games/Pokemon-Pokopia/archives/585161 | https://www.nintendolife.com/guides/pokemon-pokopia-bubbly-basin-pokedex-habitats-new-pokemon
187,Hoppip,Grass,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,"Event-only (More Spores for Hoppip, March 10-25, 2026); befriend by building habitat: Yellow carpet (Common)",https://www.serebii.net/pokemonpokopia/pokedex/hoppip.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
188,Skiploom,Grass,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,"Event-only (More Spores for Hoppip, March 10-25, 2026); befriend by building habitat: Yellow carpet (Rare); Field-trip friends (Common)",https://www.serebii.net/pokemonpokopia/pokedex/skiploom.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
189,Jumpluff,Grass,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,"Event-only (More Spores for Hoppip, March 10-25, 2026); befriend by building habitat: Yellow carpet (Very Rare); Dandelion lunchtime (Rare)",https://www.serebii.net/pokemonpokopia/pokedex/jumpluff.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
302,Sableye,Dark,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,"Event-only (Sableye's Gem Hunt, April 29-May 14, 2026); befriend by building habitat: Treasure-hunting set (Common)",https://www.serebii.net/pokemonpokopia/pokedex/sableye.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
385,Jirachi,Steel,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,"Event-only (Wish Upon a Jirachi, June 23-July 8, 2026); befriend by building habitat: Surrounded by stars (Common)",https://www.serebii.net/pokemonpokopia/pokedex/jirachi.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
349,Feebas,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,"Event-only (Fetching Scales for Feebas, August 13-28, 2026); befriend by building habitat: Exciting beach (Common)",https://www.serebii.net/pokemonpokopia/pokedex/feebas.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
350,Milotic,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,"Event-only (Fetching Scales for Feebas, August 13-28, 2026); befriend by building habitat: Marine leisure activities (Common)",https://www.serebii.net/pokemonpokopia/pokedex/milotic.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Event)_number_in_Pok%C3%A9mon_Pokopia
465,Professor Tangrowth,Grass,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (story NPC variant) sharing Pokédex Main #041 with Tangrowth; befriend by building habitat: Professor's treasure trove (Common),https://www.serebii.net/pokemonpokopia/pokedex/professortangrowth.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
422,Shellos East Sea,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (alternate form) sharing Pokédex Main #059 with Shellos; befriend by building habitat: Road Sign (Common),https://www.serebii.net/pokemonpokopia/pokedex/shelloseastsea.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
423,Gastrodon East Sea,Water,Ground,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (alternate form) sharing Pokédex Main #060 with Gastrodon; befriend by building habitat: Ocean fishing spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/gastrodoneastsea.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
25,Peakychu,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (story NPC variant) sharing Pokédex Main #079 with Pikachu; befriend by building habitat: Full recovery (Rare),https://www.serebii.net/pokemonpokopia/pokedex/peakychu.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
143,Mosslax,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (story NPC variant) sharing Pokédex Main #108 with Snorlax; befriend by building habitat: Gourmet's altar (Common),https://www.serebii.net/pokemonpokopia/pokedex/mosslax.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
978,Tatsugiri Droopy Form,Dragon,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (alternate form) sharing Pokédex Main #145 with Tatsugiri; befriend by building habitat: Beach Set (Rare),https://www.serebii.net/pokemonpokopia/pokedex/tatsugiridroopyform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
978,Tatsugiri Stretchy Form,Dragon,Water,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (alternate form) sharing Pokédex Main #145 with Tatsugiri; befriend by building habitat: Beach Set (Rare),https://www.serebii.net/pokemonpokopia/pokedex/tatsugiristretchyform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
849,Toxtricity Low Key Form,Electric,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alternate entry (alternate form) sharing Pokédex Main #197 with Toxtricity; befriend by building habitat: Low-key rock stage (Rare),https://www.serebii.net/pokemonpokopia/pokedex/toxtricitylowkeyform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
592,Frillish Female Form,Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required. Alternate entry (alternate form) sharing Pokédex Basin #028 with Frillish; befriend by building habitat: Playing sailor (Common); Ocean treasures (Common),https://www.serebii.net/pokemonpokopia/pokedex/frillishfemaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
593,Jellicent Female Form,Water,Ghost,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island; Bubbly Basin,Expansion Pass (Bubbly Basin DLC) required. Alternate entry (alternate form) sharing Pokédex Basin #029 with Jellicent; befriend by building habitat: Marine teatime (Rare),https://www.serebii.net/pokemonpokopia/pokedex/jellicentfemaleform.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_(Basin)_number_in_Pok%C3%A9mon_Pokopia
