pokopia_dex,category,pokopia_no,national_dex,name,species,form,serebii_name,type1,type2,area,habitats,habitat_areas,habitat_rarity,habitat_time,habitat_weather,nl_habitat_requirements,nl_time,nl_weather,specialties,ideal_habitat,favorites,underwater,classification,how_obtained,source_url
Main #086,Main,86,54,Psyduck,Psyduck,,Psyduck,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hot-spring shower,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Hot-spring Shower - Shower x1, Seat (any) x1, Hot-spring Water x2",All day,All weather,Search,Humid,"Lots of water, Ocean vibes, Strange stuff, Complicated stuff, Healing, Dry flavors",Underwater capable,Duck Pokémon,Befriend by building habitat: Hot-spring shower (Common),https://www.serebii.net/pokemonpokopia/pokedex/psyduck.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #087,Main,87,55,Golduck,Golduck,,Golduck,Water,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Hot-spring shower,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Hot-spring Shower - Shower x1, Seat (any) x1, Hot-spring Water x2",All day,All weather,Search,Humid,"Lots of water, Ocean vibes, Strange stuff, Complicated stuff, Sharp stuff, Dry flavors",Underwater capable,Duck Pokémon,Befriend by building habitat: Hot-spring shower (Rare),https://www.serebii.net/pokemonpokopia/pokedex/golduck.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #088,Main,88,58,Growlithe,Growlithe,,Growlithe,Fire,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Perpetual mess | Resort meal prep,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Resort Meal Prep - Large Palm Tree x1, Seat (any) x1, Plated Food x1. Campfire x1 | Perpetual Mess - Cardboard Boxes x1, Toy (any) x1",All day,All weather,"Burn, Search",Warm,"Lots of fire, Stone stuff, Nice breezes, Letters and words, Pretty flowers, Sweet flavors",No,Puppy Pokémon,Befriend by building habitat: Perpetual mess (Common); Resort meal prep (Common),https://www.serebii.net/pokemonpokopia/pokedex/growlithe.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #089,Main,89,59,Arcanine,Arcanine,,Arcanine,Fire,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Mini museum | Magma fishing spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Magma Fishing Spot - Fishing Rod x1, Seat (any) x1, Lava x1 | Mini Museum - Post (any) x3, Pedestal / Exhibition Stand x1, Lost Relic (large) x1",All day,All weather,"Burn, Search",Warm,"Lots of fire, Stone stuff, Nice breezes, Watching stuff, Symbols, Spicy flavors",No,Legendary Pokémon,Befriend by building habitat: Mini museum (Rare); Magma fishing spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/arcanine.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #090,Main,90,83,Farfetch'd,Farfetch'd,,Farfetch'd,Normal,Flying,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,All packed up,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"All Packed Up - Cart x1, Cardboard Boxes x2",All day,All weather,"Chop, Build",Warm,"Soft stuff, Nice breezes, Wooden stuff, Slender objects, Exercise, Spicy flavors",No,Wild Duck Pokémon,Befriend by building habitat: All packed up (Common),https://www.serebii.net/pokemonpokopia/pokedex/farfetch'd.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #091,Main,91,88,Grimer,Grimer,,Grimer,Poison,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Marsh fishing spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Marsh Fishing Spot - Fishing Rod x1, Seat x1, Muddy Water x1",All day,All weather,Litter,Dark,"Garbage, Spooky stuff, Gatherings, Shiny stuff, Containers, Bitter flavors",No,Sludge Pokémon,Befriend by building habitat: Marsh fishing spot (Common),https://www.serebii.net/pokemonpokopia/pokedex/grimer.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #092,Main,92,89,Muk,Muk,,Muk,Poison,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Marsh fishing spot,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Marsh Fishing Spot - Fishing Rod x1, Seat x1, Muddy Water x1",All day,All weather,Litter,Dark,"Garbage, Spooky stuff, Gatherings, Shiny stuff, Colorful stuff, Bitter flavors",No,Sludge Pokémon,Befriend by building habitat: Marsh fishing spot (Rare),https://www.serebii.net/pokemonpokopia/pokedex/muk.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #093,Main,93,92,Gastly,Gastly,,Gastly,Ghost,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Spooky study,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Night,Sun/Cloud/Rain,"Spooky Study - Bookcase x1, Chic Sofa x1, Plain Table x1, Slender Candle x1",Nighttime,All weather,"Gather, Trade",Dark,"Spooky stuff, Strange stuff, Garbage, Containers, Group Activities, Spicy flavors",No,Gas Pokémon,Befriend by building habitat: Spooky study (Common). Restrictions: Spooky study [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/gastly.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #094,Main,94,93,Haunter,Haunter,,Haunter,Ghost,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Surprise in store | Spooky study,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Rare,Night | Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Surprise in Store - Ballons x2, Boo-in-the-Box x1 | Spooky Study - Bookcase x1, Chic Sofa x1, Plain Table x1, Slender Candle x1",Nighttime,All weather,"Gather, Trade",Dark,"Spooky stuff, Strange stuff, Garbage, Wobbly stuff, Group Activities, Spicy flavors",No,Gas Pokémon,Befriend by building habitat: Surprise in store (Common); Spooky study (Rare). Restrictions: Surprise in store [time: Night]; Spooky study [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/haunter.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #095,Main,95,94,Gengar,Gengar,,Gengar,Ghost,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Surprise in store,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Night,Sun/Cloud/Rain,"Surprise in Store - Ballons x2, Boo-in-the-Box x1",Nighttime,All weather,"Gather, Trade",Dark,"Spooky stuff, Strange stuff, Garbage, Rides, Group Activities, Sweet flavors",No,Shadow Pokémon,Befriend by building habitat: Surprise in store (Rare). Restrictions: Surprise in store [time: Night],https://www.serebii.net/pokemonpokopia/pokedex/gengar.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #096,Main,96,100,Voltorb,Voltorb,,Voltorb,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Park bench | Playing pirate,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Playing Pirate - Barrel x1, Cannon x2, Ship's Wheel x1 | Park Bench - Seat (wide) x1, Garbage Bin x1",All day,All weather,"Generate, Explode",Bright,"Electronics, Shiny stuff, Round stuff, Colorful stuff, Spinning stuff, Bitter flavors",No,Ball Pokémon,Befriend by building habitat: Park bench (Common); Playing pirate (Common),https://www.serebii.net/pokemonpokopia/pokedex/voltorb.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #097,Main,97,101,Electrode,Electrode,,Electrode,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Park bench | Playing pirate,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Very Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Playing Pirate - Barrel x1, Cannon x2, Ship's Wheel x1 | Park Bench - Seat (wide) x1, Garbage Bin x1",All day,All weather,"Generate, Explode",Bright,"Electronics, Shiny stuff, Round stuff, Play spaces, Spinning stuff, Sour flavors",No,Ball Pokémon,Befriend by building habitat: Park bench (Very Rare); Playing pirate (Common),https://www.serebii.net/pokemonpokopia/pokedex/electrode.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #098,Main,98,102,Exeggcute,Exeggcute,,Exeggcute,Grass,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tropical vibes | Shaded beach,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Shaded Beach - Large Palm Tree x1, Beach Chair x1 | Tropical Vibes - Large Palm Tre x1, Seashore Flowers x4",All day,All weather,"Grow, Teleport",Bright,"Lots of nature, Strange stuff, Gatherings, Watching stuff, Group Activities, Spicy flavors",No,Egg Pokémon,Befriend by building habitat: Tropical vibes (Common); Shaded beach (Common),https://www.serebii.net/pokemonpokopia/pokedex/exeggcute.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #099,Main,99,103,Exeggutor,Exeggutor,,Exeggutor,Grass,Psychic,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tropical vibes | Shaded beach,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Very Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Shaded Beach - Large Palm Tree x1, Beach Chair x1 | Tropical Vibes - Large Palm Tre x1, Seashore Flowers x4",All day,All weather,"Grow, Teleport",Bright,"Lots of nature, Strange stuff, Gatherings, Watching stuff, Wooden stuff, Dry flavors",No,Coconut Pokémon,Befriend by building habitat: Tropical vibes (Very Rare); Shaded beach (Rare),https://www.serebii.net/pokemonpokopia/pokedex/exeggutor.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #100,Main,100,440,Happiny,Happiny,,Happiny,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Alarm clock sleep zone | Working the register,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Working the Register - Table (any) x2, Cash Register x1 | Alarm Clock Sleep Zone - Bed (any) x1, Table (any) x1, Alarm Clock x1",All day,All weather,Trade,Bright,"Soft stuff, Fabric, Healing, Round stuff, Containers, Sweet flavors",No,Playhouse Pokémon,Befriend by building habitat: Alarm clock sleep zone (Common); Working the register (Common),https://www.serebii.net/pokemonpokopia/pokedex/happiny.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #101,Main,101,113,Chansey,Chansey,,Chansey,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Full recovery,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Full Recovery - Bed (any) x1, Plain Chest x1, First Aid Kit x1",All day,All weather,Trade,Bright,"Soft stuff, Fabric, Healing, Round stuff, Group Activities, Sweet flavors",No,Egg Pokémon,Befriend by building habitat: Full recovery (Common),https://www.serebii.net/pokemonpokopia/pokedex/chansey.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #102,Main,102,242,Blissey,Blissey,,Blissey,Normal,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Cuteness overload,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Cuteness Overload - Cute Sofa x1, Cute Bed x1, Cute Table x1, Cute Lamp x1, Cute Dresser x1",All day,All weather,"Trade, Litter",Bright,"Soft stuff, Fabric, Healing, Round stuff, Group Activities, Sour flavors",No,Happiness Pokémon,Befriend by building habitat: Cuteness overload (Rare),https://www.serebii.net/pokemonpokopia/pokedex/blissey.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #103,Main,103,239,Elekid,Elekid,,Elekid,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Vending machine set,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Vending Machine Set - Waste Bin (any) x1, Vending Machine x1",All day,All weather,Generate,Bright,"Electronics, Glass stuff, Cute stuff, Round stuff, Spinning stuff, Sweet flavors",No,Electric Pokémon,Befriend by building habitat: Vending machine set (Common),https://www.serebii.net/pokemonpokopia/pokedex/elekid.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #104,Main,104,125,Electabuzz,Electabuzz,,Electabuzz,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Trash can central | Light-up stage,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Light-Up Stage - Spotlight x2, Small Stage x1 | Trash Can Central - Garbage Bin x4",All day,All weather,Generate,Bright,"Electronics, Glass stuff, Lots of fire, Sharp stuff, Exercise, Spicy flavors",No,Electric Pokémon,Befriend by building habitat: Trash can central (Rare); Light-up stage (Common),https://www.serebii.net/pokemonpokopia/pokedex/electabuzz.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #105,Main,105,466,Electivire,Electivire,,Electivire,Electric,,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Light-up stage | Vending machine set,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island | Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Rare | Rare,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Light-Up Stage - Spotlight x2, Small Stage x1 | Vending Machine Set - Waste Bin (any) x1, Vending Machine x1",All day,All weather,"Generate, Crush",Bright,"Electronics, Glass stuff, Lots of fire, Hard stuff, Exercise, Sour flavors",No,Thunderbolt Pokémon,Befriend by building habitat: Light-up stage (Rare); Vending machine set (Rare),https://www.serebii.net/pokemonpokopia/pokedex/electivire.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #106,Main,106,131,Lapras,Lapras,,Lapras,Water,Ice,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Tropical seaside,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,"Tropical Seaside - Large Palm Tree x1, Hedge (any) x4, Ocean Water x2",All day,All weather,Water,Humid,"Lots of water, Ocean vibes, Cleanliness, Watching stuff, Healing, Sour flavors",Underwater capable,Transport Pokémon,Befriend by building habitat: Tropical seaside (Common),https://www.serebii.net/pokemonpokopia/pokedex/lapras.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #107,Main,107,446,Munchlax,Munchlax,,Munchlax,Normal,,Palette Town; Cloud Island,Bed with a plush | Tree-shaded snoozing Snorlax,"Palette Town, Cloud Island | Palette Town, Cloud Island",Rare | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Tree-shaded Snoozing Snorlax - Large Tree (any) x1, Naptime Bed x1 (Palette Town Only) | Bed With a Plush - Bed (any) x1, Doll (any) x1 (Palette Town Only)",All day,All weather,Bulldoze,Warm,"Soft stuff, Lots of nature, Looks like food, Wobbly stuff, Group Activities, Dry flavors",No,Big Eater Pokémon,Befriend by building habitat: Bed with a plush (Rare); Tree-shaded snoozing Snorlax (Common),https://www.serebii.net/pokemonpokopia/pokedex/munchlax.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #108,Main,108,143,Snorlax,Snorlax,,Snorlax,Normal,,Palette Town; Cloud Island,Tree-shaded snoozing Snorlax | Good old-fashioned antiques,"Palette Town, Cloud Island | Palette Town, Cloud Island",Common | Common,Morning/Day/Evening/Night | Morning/Day/Evening/Night,Sun/Cloud/Rain | Sun/Cloud/Rain,"Good Old-fashioned Antiques - Antique Closet x1, Antique Bed x1, Antique Dresser x1, Antique Chair x1 (Palette Town Only) | Tree-shaded Snoozing Snorlax - Large Tree (any) x1, Naptime Bed x1 (Palette Town Only)",All day,All weather,"Trade, Bulldoze",Warm,"Soft stuff, Fabric, Looks like food, Wobbly stuff, Rides, Dry flavors",No,Sleeping Pokémon,Befriend by building habitat: Tree-shaded snoozing Snorlax (Common); Good old-fashioned antiques (Common),https://www.serebii.net/pokemonpokopia/pokedex/snorlax.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
Main #109,Main,109,167,Spinarak,Spinarak,,Spinarak,Bug,Poison,Withered Wastelands; Bleak Beach; Rocky Ridges; Sparkling Skylands; Palette Town; Cloud Island,Yellow tall grass,"Withered Wastelands, Bleak Beach, Rocky Ridges, Sparkling Skylands, Palette Town, Cloud Island",Common,Morning/Day/Evening/Night,Sun/Cloud/Rain,Yellow Tall Grass - Yellow Tall Grass x4,All day,All weather,Litter,Humid,"Lots of nature, Wooden stuff, Garbage, Rides, Colorful stuff, Bitter flavors",No,String Spit Pokémon,Befriend by building habitat: Yellow tall grass (Common),https://www.serebii.net/pokemonpokopia/pokedex/spinarak.shtml | https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_Pok%C3%A9dex_number_in_Pok%C3%A9mon_Pokopia
